mile,bank,name,section,features
110.5,RBD,"Saline Creek enters the Mississippi at the top end of Horse Island through an old channel of the Mississippi",stlouis-to-caruthersville,access_point|town|island|confluence
109.9,,"Chester Bridge The shiny steel Chester Bridge glistens in the sunlight as you com",stlouis-to-caruthersville,bridge
109.7,RBD,"Horse Island Opposite the town of Chester at RBD 110",stlouis-to-caruthersville,access_point|town|island|confluence
109.5,LBD,"Chester Boat Ramp Chester Boat Ramp is a good quality concrete boat situated directly below the high bluff of downtown...",stlouis-to-caruthersville,access_point|town
106.5,LBD,"Marys River 41 mile long Mary’s River enters the Mississippi left bank descending several miles below Chester, draining...",stlouis-to-caruthersville,confluence
104.0,LBD,"Turkey Bluffs State Fish and Wildlife Area Rounded dolomite bluffs and luxuriant forests border the Mississippi for...",stlouis-to-caruthersville,harbor
103.8,RBD,"Crain’s Island Archipelago of four or more islands (depending on river level) open for exploration around 12ChG but...",stlouis-to-caruthersville,camping|island
101.0,LBD,"Rockwood Island Most beautiful campsite and picnic grounds in the area, full of families of bald eagles, coyotes,...",stlouis-to-caruthersville,camping|island
100.0,LBD,"Liberty Island Liberty Island is a secondary island to Rockwood, the two become connected in extreme low water (with a...",stlouis-to-caruthersville,camping|island|dike
98.0,RBD,"Jones Point Islands Long series of islands caught behind dikes right bank descending, one bar for each dike",stlouis-to-caruthersville,camping|island|dike
97.0,RBD,"above Jones Towhead",stlouis-to-caruthersville,camping|island|confluence
96.0,RBD,"Roman Landing Roman Bar is an all-weather campsite of note, a tall bluff of sand thrown into the woods, with protected...",stlouis-to-caruthersville,access_point|camping|island|confluence
95.0,LBD,"Jones Towhead Braxton Barden and Mark River camped on Jones Towhead in low water, Nov 2014, and made this report:...",stlouis-to-caruthersville,camping|island
94.5,RBD,"Cinque L’Homme Creek Below Cinque L’Homme Creek the river makes one of my favorite runs down the dancing ridge line of...",stlouis-to-caruthersville,access_point|camping|island|confluence
94.3,RBD,"Red Rock Landing Conservation Area Red Rock Landing Conservation Area is on the Mississippi River in Perry County and...",stlouis-to-caruthersville,access_point|confluence
90.0,RBD,"Seventy-Six Conservation Area and boat access The Mississippi River community of Seventy-Six was located on the...",stlouis-to-caruthersville,town
88.5,LBD,"Wilkinson Island Middle Miss NWR The 2,532-acre Wilkinson Island Division is the largest and southernmost division of...",stlouis-to-caruthersville,island
88.4,LBD,"LaCour’s Island LaCour’s Island is a nice small bar, but backed by hunting camps and full of 4-wheel drive tracks",stlouis-to-caruthersville,access_point|island
88.4,,"LBD LaCour",stlouis-to-caruthersville,access_point|island
88.3,RBD,"Star Landing Primitive remote access over railroad tracks",stlouis-to-caruthersville,access_point|island
87.2,RBD,"Cumberland Rock At Cumberland Rock you will find a pile of angular grey boulders fallen over the riverbank",stlouis-to-caruthersville,access_point|camping|island
87.0,LBD,"Liberty Bar Liberty Bar back channel opens up around 12SLG with good flow by 18SLG",stlouis-to-caruthersville,camping|island|confluence|dike
83.0,RBD,"Gill’s Point Bar An open sandbar emerges downstream of Gill’s Point in low and medium waters, good for picnicking,...",stlouis-to-caruthersville,camping|island
83.0,LBD,"Fountain Bluff Fountain Bluff is a remarkable bluff, a jumble of jagged boulders tumbling down the steep angle plateau...",stlouis-to-caruthersville,camping
83.0,LBD,"you can paddle up to and sometimes around and behind house-sized boulders that have toppled into the river from unseen...",stlouis-to-caruthersville,access_point
82.8,LBD,"Fountain Bluff You can locates some interesting sandy shelves in low and medium water levels here, that could make...",stlouis-to-caruthersville,access_point
81.3,RBD,"Wittenburg Boat Ramp Private boat ramp, no services",stlouis-to-caruthersville,access_point
80.8,LBD,"Grand Tower - Devil’s Bake Oven (Rock Cliff) After bouncing off Fountain Bluff the channel goes river center and...",stlouis-to-caruthersville,access_point
80.7,LBD,"Grand Tower, Illinois Grand Tower is a small river town that has managed to hold on to its river roots",stlouis-to-caruthersville,access_point|camping
80.5,LBD,"Devil's Backbone Park & Campground One of the most beautiful parks on the Middle Mississippi straddles the Devil’s...",stlouis-to-caruthersville,camping
80.0,RBD,"Tower Rock As you come around Fountain Bluff, and then past Wittenburg, a hulking fang of Tower Rocks juts out of the...",stlouis-to-caruthersville,
79.7,LBD,"Grand Tower Boat Ramp/Seawall Grand Tower is a true levee town, only the tops of the buildings rise above the green...",stlouis-to-caruthersville,access_point
77.5,RBD,"Cottonwood Bar This small island makes a great campsite at all but the highest of water levels",stlouis-to-caruthersville,camping|island
76.5,LBD,"Grand Tower Island The State of Missouri crosses the river at mile 79 to the Illinois side and continues downstream...",stlouis-to-caruthersville,island
75.7,LBD,"Big Muddy Island Big Muddy Island sits between Tower Island Chute and the Big Muddy River, and like its name suggests,...",stlouis-to-caruthersville,access_point|camping|island
75.7,LBD,"Big Muddy River There is a primitive boat launch approx one mile up the Big Muddy from the Mississippi River",stlouis-to-caruthersville,access_point|camping|island
75.3,RBD,"Apple Creek Paddlers will notice a line of red cliffs that line the river right bank descending along the Missouri...",stlouis-to-caruthersville,island|confluence
75.3,RBD,"Good access out of the wind, waves and other irrationalities of the big river",stlouis-to-caruthersville,island|confluence
74.5,RBD,"Hines Boat Ramp (Dysfunctional) Old Boat Ramp now dissected from river by railroad tracks",stlouis-to-caruthersville,access_point|island
71.6,LBD,"Crawford Towhead Good camping at top of island at all water levels up to bankfull",stlouis-to-caruthersville,camping|island
71.6,RBD,"Hanging Dog Bluff Best med/low campsites are found opposite Trail of Tears State Park, the upper end has some nice...",stlouis-to-caruthersville,camping|island
69.0,RBD,"Indian Creek Indian Creek marks the northern boundary of Trail of Tears State Park",stlouis-to-caruthersville,confluence
69.0,,"RBD Indian Creek Indian Creek marks the northern boundary of Trail of Tears State",stlouis-to-caruthersville,confluence
68.0,LBD,"and 67",stlouis-to-caruthersville,
67.5,RBD,"Trail of Tears Overlook You’ll feel like you’re flying over the river like one of the many bald eagles that frequent...",stlouis-to-caruthersville,camping|bridge|confluence
66.6,RBD,"Moccasin Springs Harbor and Boat Ramp The Moccasin Springs Harbor is a seasonal harbor, that is seasonal with the river...",stlouis-to-caruthersville,access_point|camping|lock_dam|dike|harbor
66.6,RBD,"Mississippi River Campground (Trail of Tears State Park) Paddlers will be happy to find showers, internet access, fresh...",stlouis-to-caruthersville,access_point|camping|island|harbor
66.6,,"RBD Moccasin Springs Harbor and Boat Ramp The Moccasin Springs Harbor is a season",stlouis-to-caruthersville,access_point|camping|lock_dam|dike|harbor
66.3,RBD,"Moccasin Springs Creek Moccasin Springs Creek drains the low valley to the south of the high bluffs at Trail of Tears",stlouis-to-caruthersville,access_point|confluence|dike|harbor
65.6,RBD,"Trail of Tears State Park Once passed Indian Creek Trail of Tears State Park dominates the right bank descending, and...",stlouis-to-caruthersville,camping|confluence|dike
63.0,LBD,"Hanging Dog Island 11 mile long Hanging Dog Island has migrated and joined the LBD Illinois shore, but returns to...",stlouis-to-caruthersville,access_point|camping|island
61.0,LBD,"Hamburg Landing Dikes Series of sandbars behind dikes cutting into the left bank channel of the river with saw-like...",stlouis-to-caruthersville,access_point|island|dike|harbor
60.0,RBD,"with waterfall whitewater feature through notch, passage not advisable below 15 SLG",stlouis-to-caruthersville,island|dike
57.0,RBD,"Windy Bar Conservation Area Windy Bar Island is a five mile long island completely protected by a Missouri Conservation...",stlouis-to-caruthersville,island|dike
56.6,RBD,"Schenimann Chute Excellent back channel route and exploration at medium or high water levels, bisected by a series of...",stlouis-to-caruthersville,island
55.3,RBD,"Flora Creek Flora Creek and Scism Creek enter the Mississippi side by side right bank descending at mile 55",stlouis-to-caruthersville,island|confluence
55.0,LBD,"Picayune Chute Warning: Two dangerous blockages to negotiate: 1) a lowhead dam at McClure and 2) a tall dike near...",stlouis-to-caruthersville,hazard|bridge|lock_dam|dike
54.6,LBD,"Devil’s Island/Swift Sure Towhead Small sandbar up top good for low/medium camping, but goes under in high water",stlouis-to-caruthersville,camping|island
54.5,RBD,"Juden Creek Juden Creek is one of the last Ozark streams that you will see on the Middle Mississippi",stlouis-to-caruthersville,island|confluence
54.1,RBD,"Cape Rock The Mississippi River route gets very interesting paddling into Cape Girardeau, as it gets squeezed between...",stlouis-to-caruthersville,confluence|dike
53.7,LBD,"Minton Point Bar Giant luxuriant Sandbar at low water, best camping above the Cape if the weather is good",stlouis-to-caruthersville,camping|island|confluence
52.2,LBD,"Cape Girardeau Flood Wall Classy entrance into the City of Cape Girardeau at the foot of Broadway",stlouis-to-caruthersville,access_point|town
51.0,LBD,"Giboney Island Giboney Island hugs the Illinois side of the river LBD downstream of the Cape Bridge",stlouis-to-caruthersville,bridge|island
51.0,,"LBD Giboney Island Giboney Island hugs the Illinois side of the river LBD downstr",stlouis-to-caruthersville,bridge|island
48.8,RBD,"Castor River Diversion Channel Historically the Castor River ran free across the Missouri Bootheel into the Arkansas...",stlouis-to-caruthersville,
48.0,RBD,"Southeast Missouri Port Authority/Cape Girardeau Slackwater Harbor Small but sometimes busy slackwater harbor located...",stlouis-to-caruthersville,island|confluence|harbor
47.0,LBD,"Marquette Island Marquette island offers one of the most reliable highwater campsites on the entire Middle Miss (along...",stlouis-to-caruthersville,bridge|island
46.2,RBD,"Gray’s Point The Pawnee Hills crosses the Missouri River at Gray’s Point forcing the river eastward and a little north...",stlouis-to-caruthersville,camping|hazard|island|confluence|harbor
45.5,LBD,"Rock Island This small island staunchly blocks the mouth of Miller Creek (also Sexton Creek and Clear Creek) at Gale, IL",stlouis-to-caruthersville,camping|hazard|island|confluence
45.5,LBD,"Clear Creek Clear Creek enters the Mississippi River around Rock Island, after having been diverted from its original...",stlouis-to-caruthersville,camping|hazard|island|confluence
44.0,LBD,"Thebes, Il Once a thriving river town, Thebes is now a sleepy landing after having gone through several transfusions of...",stlouis-to-caruthersville,access_point
43.8,,"Thebes Boat Ramp The double wide boat ramp at Thebes is smartly situated at a poi",stlouis-to-caruthersville,access_point|camping
42.0,RBD,"Uncle Joe Light There is a tall bluff of sand thrown against RBD below the Uncle Joe Light",stlouis-to-caruthersville,camping|island
39.7,RBD,"Commerce, Mo Commerce is located at the base of Thebe’s Gap, which is where the Mississippi River burst through the...",stlouis-to-caruthersville,access_point
39.5,LBD,"around 25CGG Commerce Rock Commerce Rock is the only petroglyph in the Eastern United States depicting geography",stlouis-to-caruthersville,island|dike
39.3,LBD,"Betsy’s Bar One-mile long island named by modern day voyageurs in honor of the river angel Betsy Tribble of St",stlouis-to-caruthersville,camping|island
39.0,LBD,"Orchard Springs Islands Archipelago of Islands strung along the Illinois shoreline with possible camping throughout,...",stlouis-to-caruthersville,camping|bridge|island
35.7,LBD,"Jacket Pattern Chute At flood stage the water starts flowing through the woods of Burnham Island and concentrates into...",stlouis-to-caruthersville,island|dike
35.0,LBD,"Burnham Island Four mile tall island Burnham Island is a conglomerate of three older islands, being joined by Little...",stlouis-to-caruthersville,island
35.0,LBD,"Santa Fe Chute The Santa Fe Chute is another name for the Back Channel of Burnham Island, and opens up top end around...",stlouis-to-caruthersville,island|dike
34.0,RBD,"Goose Island Blue Hole/Old River/Horseshoe Lake A giant blue hole is contained bhind the wall of rip rap at mle 34 left...",stlouis-to-caruthersville,access_point|island|dike
